trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'e': 0.6448265472400012, 'a': 1}",20,0,-58.20946958400265,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
175,False,"{'e': 0.6409968581633251, 'a': 1}",25,0,-197.14519826128623,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
176,False,"{'e': 0.6371511441985802, 'a': 1}",20,0,-57.901016993660306,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
177,False,"{'e': 0.6332895014884152, 'a': 1}",25,0,-145.195721977735,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
178,False,"{'e': 0.6294120265736969, 'a': 1}",25,0,-102.80797913649248,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
179,False,"{'e': 0.625518816391096, 'a': 1}",30,1,-46.65799510174387,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 1}",1
180,False,"{'e': 0.6216099682706644, 'a': 1}",25,0,-107.69467642838865,"{0: 12, 1: 4, 2: 8, 3: 1, 4: 0}",0
181,False,"{'e': 0.6176855799334016, 'a': 1}",25,0,-47.15842254419148,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
182,False,"{'e': 0.6137457494888116, 'a': 1}",25,0,-70.06868160403515,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
183,False,"{'e': 0.6097905754324501, 'a': 1}",20,0,-42.326789668810434,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
184,False,"{'e': 0.6058201566434628, 'a': 1}",25,0,-51.50711915690785,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
185,False,"{'e': 0.6018345923821126, 'a': 1}",20,0,-17.594225687482954,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
186,False,"{'e': 0.5978339822872982, 'a': 1}",25,8,-66.26458209504125,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
187,False,"{'e': 0.5938184263740639, 'a': 1}",20,14,10.60136095530527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.5897880250310982, 'a': 1}",25,0,10.545366818871173,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
189,False,"{'e': 0.5857428790182249, 'a': 1}",20,0,-96.08300053491465,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
190,False,"{'e': 0.5816830894638835, 'a': 1}",25,12,-121.49079298422053,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 3}",1
191,False,"{'e': 0.5776087578626015, 'a': 1}",25,0,-121.13126357532285,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
192,False,"{'e': 0.5735199860724567, 'a': 1}",25,18,9.676444997226117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'e': 0.5694168763125309, 'a': 1}",20,0,-21.380759388386394,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
194,False,"{'e': 0.5652995311603544, 'a': 1}",25,0,-107.85684532105606,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
195,False,"{'e': 0.5611680535493414, 'a': 1}",25,8,-48.234434236089186,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
196,False,"{'e': 0.5570225467662173, 'a': 1}",20,10,-68.29340326516424,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 1}",1
197,False,"{'e': 0.5528631144484356, 'a': 1}",30,3,-122.06728749670111,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 2}",1
198,False,"{'e': 0.5486898605815875, 'a': 1}",20,5,-3.972078013709058,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'e': 0.5445028894968026, 'a': 1}",25,0,-12.150262479858252,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
200,False,"{'e': 0.5403023058681397, 'a': 1}",20,10,-20.273891192170325,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
201,False,"{'e': 0.5360882147099707, 'a': 1}",20,0,-99.26643601811203,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
202,False,"{'e': 0.5318607213743555, 'a': 1}",30,0,-62.19612980580759,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
203,False,"{'e': 0.5276199315484067, 'a': 1}",20,6,-14.975240830531925,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
204,False,"{'e': 0.5233659512516495, 'a': 1}",25,0,-72.1591789396039,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
205,False,"{'e': 0.5190988868333698, 'a': 1}",25,0,-29.52887699937755,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
206,False,"{'e': 0.5148188449699553, 'a': 1}",20,0,-38.57750497676291,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
207,False,"{'e': 0.5105259326622302, 'a': 1}",25,0,-28.01933323438554,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
208,False,"{'e': 0.5062202572327784, 'a': 1}",25,0,-108.9766670846638,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
209,False,"{'e': 0.5019019263232615, 'a': 1}",30,0,-59.91971263866714,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
210,False,"{'e': 0.49757104789172696, 'a': 1}",20,0,-71.23482201024083,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
211,False,"{'e': 0.4932277302099105, 'a': 1}",25,8,-8.782536671366827,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
212,False,"{'e': 0.4888720818605275, 'a': 1}",25,0,-94.53926325160745,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
213,False,"{'e': 0.48450421173456026, 'a': 1}",20,0,-101.10551219529422,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
214,False,"{'e': 0.4801242290285341, 'a': 1}",30,18,-18.571821861707146,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
215,False,"{'e': 0.4757322432417888, 'a': 1}",30,0,-105.13910132324438,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
216,False,"{'e': 0.47132836417373997, 'a': 1}",20,0,-141.64070322961123,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
217,False,"{'e': 0.4669127019211353, 'a': 1}",30,0,14.727588518043685,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
218,False,"{'e': 0.4624853668753008, 'a': 1}",30,0,-47.627333412502175,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
219,False,"{'e': 0.45804646971938234, 'a': 1}",25,13,-82.73207671773025,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 2}",1
220,False,"{'e': 0.4535961214255773, 'a': 1}",20,0,-56.91980912119898,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
221,False,"{'e': 0.4491344332523616, 'a': 1}",30,20,-23.63994136274922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'e': 0.4446615167417068, 'a': 1}",25,15,13.334110347375177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.440177483716293, 'a': 1}",30,15,1.7891480370881678,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'e': 0.4356824462767121, 'a': 1}",20,13,-14.086870070362234,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
225,False,"{'e': 0.4311765167986662, 'a': 1}",20,10,8.313240716936264,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'e': 0.42665980793015723, 'a': 1}",25,0,-37.17517574171141,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
227,False,"{'e': 0.42213243258867206, 'a': 1}",20,0,-23.082836188850262,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
228,False,"{'e': 0.41759450395835795, 'a': 1}",30,0,3.0848759081063895,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
229,False,"{'e': 0.4130461354871949, 'a': 1}",25,13,1.1649809471592878,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'e': 0.40848744088415717, 'a': 1}",25,1,-56.05212843480771,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
231,False,"{'e': 0.40391853411637296, 'a': 1}",25,16,6.707140219744539,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'e': 0.3993395294062732, 'a': 1}",20,10,-22.491755923220467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'e': 0.39475054122873704, 'a': 1}",30,0,-80.27184608697617,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
234,False,"{'e': 0.3901516843082303, 'a': 1}",20,0,-81.01448867343565,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
235,False,"{'e': 0.385543073615936, 'a': 1}",20,0,-57.93493951316009,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
236,False,"{'e': 0.38092482436688185, 'a': 1}",20,0,15.086860287206752,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
237,False,"{'e': 0.37629705201705815, 'a': 1}",20,6,10.630886393993165,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
238,False,"{'e': 0.371659872260533, 'a': 1}",25,0,-38.12442353179783,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
239,False,"{'e': 0.3670134010265584, 'a': 1}",35,16,27.54434153064603,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'e': 0.3623577544766736, 'a': 1}",20,12,10.192659855692419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'e': 0.3576930490017995, 'a': 1}",25,3,-66.58956866114902,"{0: 17, 1: 2, 2: 0, 3: 2, 4: 1}",1
242,False,"{'e': 0.3530194012193304, 'a': 1}",25,13,-46.977285350866744,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
243,False,"{'e': 0.348336927970217, 'a': 1}",20,15,-0.5012458015413594,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'e': 0.34364574631604705, 'a': 1}",30,10,4.112181924322814,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
245,False,"{'e': 0.3389459735361172, 'a': 1}",20,10,-23.40031507012809,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'e': 0.3342377271245026, 'a': 1}",35,0,-40.89417313980272,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
247,False,"{'e': 0.32952112478711787, 'a': 1}",25,17,1.9714415030752255,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'e': 0.32479628443877623, 'a': 1}",20,0,-34.91355923824348,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
249,False,"{'e': 0.32006332420023986, 'a': 1}",25,0,15.921378065311163,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
250,False,"{'e': 0.3153223623952687, 'a': 1}",25,0,-1.141539880401404,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
251,False,"{'e': 0.3105735175476604, 'a': 1}",20,8,-44.95330159289047,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
252,False,"{'e': 0.30581690837828934, 'a': 1}",35,18,-35.22532939008749,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
253,False,"{'e': 0.3010526538021365, 'a': 1}",30,15,27.74221567703105,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'e': 0.29628087292531874, 'a': 1}",20,0,-10.688231458713787,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
255,False,"{'e': 0.2915016850421088, 'a': 1}",25,9,13.136123057157507,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'e': 0.2867152096319555, 'a': 1}",30,13,20.46951073886413,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.2819215663564944, 'a': 1}",20,13,-0.8732564328483301,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'e': 0.2771208750565576, 'a': 1}",20,14,9.636214905204081,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'e': 0.272313255749178, 'a': 1}",20,5,7.859623057230284,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'e': 0.26749882862458735, 'a': 1}",25,0,8.210473754070025,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
261,False,"{'e': 0.26267771404321355, 'a': 1}",25,8,15.163626892737284,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'e': 0.2578500325326696, 'a': 1}",30,13,-80.67811687285509,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
263,False,"{'e': 0.25301590478474223, 'a': 1}",20,11,5.114264741271396,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'e': 0.2481754516523729, 'a': 1}",20,0,7.940803293652578,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
265,False,"{'e': 0.24332879414663827, 'a': 1}",30,10,-66.2964100117038,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
266,False,"{'e': 0.23847605343372313, 'a': 1}",20,0,10.315235304661455,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
267,False,"{'e': 0.233617350831893, 'a': 1}",35,24,17.292702553917383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.22875280780845939, 'a': 1}",20,14,11.214446065412321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.22388254597674498, 'a': 1}",20,12,-27.71338622595066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'e': 0.2190066870930415, 'a': 1}",25,5,27.107617539986236,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.21412535305356747, 'a': 1}",20,0,11.470367809014263,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
272,False,"{'e': 0.20923866589141926, 'a': 1}",35,19,-10.358720138221422,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
273,False,"{'e': 0.20434674777352183, 'a': 1}",25,18,1.3061083491303052,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'e': 0.19944972099757285, 'a': 1}",20,10,-25.23238711748276,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
275,False,"{'e': 0.19454770798898718, 'a': 1}",30,12,15.207828557381472,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'e': 0.18964083129783424, 'a': 1}",30,13,25.428152470003756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.1847292135957762, 'a': 1}",25,13,20.254120985175554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.17981297767299936, 'a': 1}",30,19,16.418270253877164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'e': 0.17489224643514614, 'a': 1}",20,0,21.54808259573387,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'e': 0.16996714290024081, 'a': 1}",30,11,-9.36568290178203,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'e': 0.16503779019561562, 'a': 1}",20,7,-29.912406850417987,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
282,False,"{'e': 0.16010431155483126, 'a': 1}",30,8,35.27027708119706,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'e': 0.15516683031459658, 'a': 1}",30,9,29.281903952278213,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'e': 0.15022546991168584, 'a': 1}",30,11,4.903493823475422,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
285,False,"{'e': 0.14528035387985133, 'a': 1}",20,8,12.214678776783991,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'e': 0.14033160584673673, 'a': 1}",25,8,32.50520539788957,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'e': 0.13537934953078465, 'a': 1}",25,14,-21.01265147798591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'e': 0.13042370873814554, 'a': 1}",25,14,-7.206823985931104,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
289,False,"{'e': 0.12546480735958065, 'a': 1}",35,13,14.418537271410218,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'e': 0.12050276936736662, 'a': 1}",20,16,7.606701116262292,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.11553771881219435, 'a': 1}",30,14,29.349806126901242,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.11056977982006959, 'a': 1}",20,11,16.702734307094794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'e': 0.10559907658920793, 'a': 1}",25,18,6.283494124477941,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'e': 0.10062573338693173, 'a': 1}",25,17,14.703961341250604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'e': 0.09564987454656154, 'a': 1}",30,16,-11.456293370018853,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
296,False,"{'e': 0.09067162446430968, 'a': 1}",25,13,17.543113606188346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'e': 0.08569110759616845, 'a': 1}",25,13,9.89254397271055,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'e': 0.08070844845480063, 'a': 1}",20,11,5.913698514526562,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'e': 0.07572377160642477, 'a': 1}",25,12,11.377267035347236,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'e': 0.0707372016677029, 'a': 1}",20,14,11.508042839036959,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.06574886330262336, 'a': 1}",20,12,15.877735604918021,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'e': 0.0607588812193859, 'a': 1}",25,14,22.231470024975742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'e': 0.05576738016728224, 'a': 1}",20,11,16.805702566340567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'e': 0.05077448493357918, 'a': 1}",30,20,19.405407767036714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'e': 0.04578032034039706, 'a': 1}",35,0,24.362057763320827,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",25,14,21.066162446372072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",20,6,24.400470907743603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",30,20,20.99281516042698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",25,17,13.747505210206574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",20,12,12.339325490663812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",20,16,8.507075782801344,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,3,30.309368769572732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",20,12,12.99758757723323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,14,13.293634070126785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",20,12,13.69824569602681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",30,16,27.900626011281318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",20,15,10.400638932214969,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",30,14,27.78605269053586,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",30,18,22.736313245346373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",20,5,25.46785272469301,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",20,0,29.917630784042696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'e': 0, 'a': 0}",20,12,14.488839541439974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",25,7,31.59239527088343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",20,8,22.34519157902172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",20,14,9.437006241575356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",20,8,21.292774323207666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0, 'a': 0}",20,16,8.572674314487232,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",20,13,10.568969063300411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",25,0,38.20459921371488,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,True,"{'e': 0, 'a': 0}",25,15,17.844667350999504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0, 'a': 0}",30,8,40.12055812623715,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0, 'a': 0}",30,20,20.180212422708244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0, 'a': 0}",25,11,24.970726777066243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'e': 0, 'a': 0}",20,10,19.94255708665426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0, 'a': 0}",20,3,28.711169589157223,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'e': 0, 'a': 0}",20,16,8.398389656230176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'e': 0, 'a': 0}",20,13,14.296730525501111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'e': 0, 'a': 0}",20,10,17.527667278598006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'e': 0, 'a': 0}",20,14,11.191188755569947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'e': 0, 'a': 0}",30,24,12.408984487960435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'e': 0, 'a': 0}",25,15,18.326585202479638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'e': 0, 'a': 0}",20,11,14.016955584049965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'e': 0, 'a': 0}",25,19,13.885317441543663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'e': 0, 'a': 0}",30,17,27.72936650082952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'e': 0, 'a': 0}",20,11,18.43286726392339,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'e': 0, 'a': 0}",25,17,17.103792926626166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'e': 0, 'a': 0}",30,15,18.828472685608215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'e': 0, 'a': 0}",25,20,8.298134531599462,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'e': 0, 'a': 0}",20,10,21.515667064333112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'e': 0, 'a': 0}",25,12,25.88167858276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'e': 0, 'a': 0}",25,3,32.391364749720154,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'e': 0, 'a': 0}",20,9,22.196946430741782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'e': 0, 'a': 0}",20,16,7.811340308952545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'e': 0, 'a': 0}",25,19,13.316934969031559,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'e': 0, 'a': 0}",35,9,44.474995598228325,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
